AAAABBBBCCCCDDDD||......., 0
.DDBBCBD.BAA..CC||.CA.A.D, 10000000
.DDBBCBD..AA...C||.CACBAD, 10000000
.DDBBCBD.BAA....||.CACCAD, 10000000
.DDBBCBD.BAA...C||.CAC.AD, 10000000
.DDBBCBD.BAA...C||.CA.CAD, 10000000
.DDBBCBD.BAA..CC||.CA..AD, 10000000
.DDBBCBD.BAA.ACC||.CA...D, 10000000
.DDBBCBD..AA..CC||.C.ABAD, 10000000
.DDBBCBD..AA.ACC||.C.AB.D, 10000000
.DDBBCBD.BAA...C||.C.AACD, 10000000
.DDBBCBD.BAA..CC||.C.AA.D, 10000000
.DDBBCBD.BAA...C||.C.ACAD, 10000000
.DDBBCBD.BAA..CC||.C.A.AD, 10000000
.DDBBCBD.BAA.ACC||.C.A..D, 10000000
.DDBBCBD.BAA..CC||.C..AAD, 10000000
.DDBBCBD.BAA.ACC||.C..A.D, 10000000
.DDBBCBD.BAA.ACC||.C...AD, 10000000
.DDBBCBD.BAAAACC||.C....D, 10000000
.DDB.CBD.BAA..CC||.CABDA., 10000000
.DDB.CBD.BAA...C||.CABDCA, 10000000
.DDB.CBD.BAA..CC||.CABD.A, 10000000
.DDB.CBD.BAA.ACC||.CABD.., 10000000
.DDB.CBDDBAA...C||.CABAC., 10000000
.DDB.CBDDBAA....||.CABACC, 10000000
.DDB.CBDDBAA...C||.CABA.C, 10000000
.DDB.CBDDBAA..CC||.CABA.., 10000000
.DDB.CBDDBAA...C||.CABCA., 10000000
.DDB.CBDDBAA..CC||.CAB.A., 10000000
.DDB.CBD..AA..CC||.CABBDA, 10000000
.DDB.CBD.BAA...C||.CABCDA, 10000000
.DDB.CBD.BAA..CC||.CAB.DA, 10000000
.DDB.CBDDBAA....||.CABCCA, 10000000
.DDB.CBDDBAA...C||.CABC.A, 10000000
.DDB.CBDDBAA...C||.CAB.CA, 10000000
.DDB.CBDDBAA..CC||.CAB..A, 10000000
.DDB.CBDDBAA.ACC||.CAB..., 10000000
.DDB..BDDBAA..CC||.CACBA., 10000000
.DDB..BDDBAA...C||.CACBCA, 10000000
.DDB..BDDBAA..CC||.CACB.A, 10000000
.DDB..BDDBAA.ACC||.CACB.., 10000000
.DDB.CBD.BAA..CC||.CADBA., 10000000
.DDB.CBD.BAA...C||.CADBCA, 10000000
.DDB.CBD.BAA..CC||.CADB.A, 10000000
.DDB.CBD.BAA.ACC||.CADB.., 10000000
.DDB.CBDDBAA..CC||.CA.BA., 10000000
.DDB.CBDDBAA...C||.CA.BCA, 10000000
.DDB.CBDDBAA..CC||.CA.B.A, 10000000
.DDB.CBDDBAA.ACC||.CA.B.., 10000000
.DDBBCBD..AA..CC||.CADBA., 10000000
.DDBBCBD..AA...C||.CADBCA, 10000000
.DDBBCBD..AA..CC||.CADB.A, 10000000
.DDBBCBD..AA.ACC||.CADB.., 10000000
.DDBBCBD...A.ACC||.CADAB., 10000000
.DDBBCBD..AA..CC||.CADAB., 10000000
.DDBBCBD..AA.ACC||.CAD.B., 10000000
.DDBBCBD...A..CC||.CADAAB, 10000000
.DDBBCBD...A.ACC||.CADA.B, 10000000
.DDBBCBD.....ACC||.CADAAB, 10000000
.DDBBCBD...A.ACC||.CAD.AB, 10000000
.DDBBCBD..AA...C||.CADACB, 10000000
.DDBBCBD..AA..CC||.CADA.B, 10000000
.DDBBCBD..AA...C||.CADCAB, 10000000
.DDBBCBD..AA..CC||.CAD.AB, 10000000
.DDBBCBD..AA.ACC||.CAD..B, 10000000
.DDBBCBD.BAA...C||.CADAC., 10000000
.DDBBCBD.BAA....||.CADACC, 10000000
.DDBBCBD.BAA...C||.CADA.C, 10000000
.DDBBCBD.BAA..CC||.CADA.., 10000000
.DDBBCBD.BAA...C||.CADCA., 10000000
.DDBBCBD.BAA..CC||.CAD.A., 10000000
.DDBBCBD...A..CC||.CADABA, 10000000
.DDBBCBD..AA...C||.CADCBA, 10000000
.DDBBCBD..AA..CC||.CAD.BA, 10000000
.DDBBCBD.BAA....||.CADCCA, 10000000
.DDBBCBD.BAA...C||.CADC.A, 10000000
.DDBBCBD.BAA...C||.CAD.CA, 10000000
.DDBBCBD.BAA..CC||.CAD..A, 10000000
.DDBBCBD.BAA.ACC||.CAD..., 10000000
.DDBBCBD..AA..CC||.CABDA., 10000000
.DDBBCBD..AA...C||.CABDCA, 10000000
.DDBBCBD..AA..CC||.CABD.A, 10000000
.DDBBCBD..AA.ACC||.CABD.., 10000000
.DDBBCBD.BAA..CC||.CA.DA., 10000000
.DDBBCBD.BAA...C||.CA.DCA, 10000000
.DDBBCBD.BAA..CC||.CA.D.A, 10000000
.DDBBCBD.BAA.ACC||.CA.D.., 10000000
.DDBBCBD.BAA...C||.CAADC., 10000000
.DDBBCBD..AA...D||.CAABCC, 10000000
.DDBBCBD.BAA...D||.CAA.CC, 10000000
.DDBBCBD.BAA....||.CAADCC, 10000000
.DDBBCBD.BAA...C||.CAAD.C, 10000000
.DDBBCBD.BAA..CC||.CAAD.., 10000000
.DDBBCBDDBAA....||.CAACC., 10000000
.DDBBCBDDBAA....||.CAAC.C, 10000000
.DDBBCBDDBAA...C||.CAAC.., 10000000
.DDBBCBDDBAA...C||.CAA.C., 10000000
.DDBBCBD..AA...C||.CAABDC, 10000000
.DDBBCBD.BAA...D||.CAAC.C, 10000000
.DDBBCBD.BAA....||.CAACDC, 10000000
.DDBBCBD.BAA...C||.CAA.DC, 10000000
.DDBBCBDDBAA....||.CAA.CC, 10000000
.DDBBCBDDBAA...C||.CAA..C, 10000000
.DDBBCBDDBAA..CC||.CAA..., 10000000
.DDBBCBDDBAA...C||.CA.AC., 10000000
.DDBBCBDDBAA....||.CA.ACC, 10000000
.DDBBCBDDBAA...C||.CA.A.C, 10000000
.DDBBCBDDBAA..CC||.CA.A.., 10000000
.DDBBCBD.BAA...C||.CACDA., 10000000
.DDBBCBDDBAA....||.CACCA., 10000000
.DDBBCBDDBAA...C||.CAC.A., 10000000
.DDBBCBDDBAA...C||.CA.CA., 10000000
.DDBBCBDDBAA..CC||.CA..A., 10000000
.DDB..BD.BAA..CC||.CACDBA, 10000000
.DDB..BDDBAA...C||.CACCBA, 10000000
.DDB..BDDBAA..CC||.CAC.BA, 10000000
.DDB...DDBAA..CC||.CABCBA, 10000000
.DDB..BD.BAA..CC||.CADCBA, 10000000
.DDB..BDDBAA..CC||.CA.CBA, 10000000
.DDB.CBD..AA..CC||.CADBBA, 10000000
.DDB.CBD.BAA...C||.CADCBA, 10000000
.DDB.CBD.BAA..CC||.CAD.BA, 10000000
.DDB.CBD..AA..CC||.CABDBA, 10000000
.DDB.CBD.BAA..CC||.CA.DBA, 10000000
.DDB.CBD.BAA...C||.CACDBA, 10000000
.DDB.CBDDBAA....||.CACCBA, 10000000
.DDB.CBDDBAA...C||.CAC.BA, 10000000
.DDB.CBDDBAA...C||.CA.CBA, 10000000
.DDB.CBDDBAA..CC||.CA..BA, 10000000
.DDB..BD.BAA..CC||.CACBDA, 10000000
.DDB.CBD.BAA..CC||.CA.BDA, 10000000
.DDBBCBD...A..CC||.CABADA, 10000000
.DDBBCBD..AA...C||.CABCDA, 10000000
.DDBBCBD..AA..CC||.CAB.DA, 10000000
.DDBBCBD...A..CC||.CAABDA, 10000000
.DDBBCBD..AA..CC||.CA.BDA, 10000000
.DDBBCBD..AA...C||.CACBDA, 10000000
.DDBBCBD.BAA...D||.CACC.A, 10000000
.DDBBCBD.BAA....||.CACCDA, 10000000
.DDBBCBD.BAA...C||.CAC.DA, 10000000
.DDBBCBD.BAA...C||.CA.CDA, 10000000
.DDBBCBD.BAA..CC||.CA..DA, 10000000
.DDBBCBD..AA...D||.CACBCA, 10000000
.DDBBCBD.BAA...D||.CAC.CA, 10000000
.DDBBCBD.BAA....||.CACDCA, 10000000
.DDBBCBD.BAA...C||.CACD.A, 10000000
.DDBBCBDDBAA....||.CACC.A, 10000000
.DDBBCBDDBAA....||.CAC.CA, 10000000
.DDBBCBDDBAA...C||.CAC..A, 10000000
.DDBBCBDDBAA....||.CA.CCA, 10000000
.DDBBCBDDBAA...C||.CA.C.A, 10000000
.DDBBCBDDBAA...C||.CA..CA, 10000000
.DDBBCBDDBAA..CC||.CA...A, 10000000
.DDBBCBDDBAA.ACC||.CA...., 10000000
.DDBBCBD.BAA..CC||.C.ADA., 10000000
.DDBBCBD.BAA...C||.C.ADCA, 10000000
.DDBBCBD.BAA..CC||.C.AD.A, 10000000
.DDBBCBD.BAA.ACC||.C.AD.., 10000000
.DDBBCBDDBAA...C||.C.AAC., 10000000
.DDBBCBDDBAA....||.C.AACC, 10000000
.DDBBCBDDBAA...C||.C.AA.C, 10000000
.DDBBCBDDBAA..CC||.C.AA.., 10000000
.DDBBCBDDBAA...C||.C.ACA., 10000000
.DDBBCBDDBAA..CC||.C.A.A., 10000000
.DDBBCBD..AA..CC||.C.ABDA, 10000000
.DDBBCBD.BAA...C||.C.ACDA, 10000000
.DDBBCBD.BAA..CC||.C.A.DA, 10000000
.DDBBCBDDBAA....||.C.ACCA, 10000000
.DDBBCBDDBAA...C||.C.AC.A, 10000000
.DDBBCBDDBAA...C||.C.A.CA, 10000000
.DDBBCBDDBAA..CC||.C.A..A, 10000000
.DDBBCBDDBAA.ACC||.C.A..., 10000000
.DDBBCBDDBAA..CC||.C..AA., 10000000
.DDBBCBDDBAA...C||.C..ACA, 10000000
.DDBBCBDDBAA..CC||.C..A.A, 10000000
.DDBBCBDDBAA.ACC||.C..A.., 10000000
.DDBBCBDDBAA.ACC||.C...A., 10000000
...B.CBD.BAA.ACC||.CDBDDA, 10000000
...B.CBDDBAA..CC||.CDBADA, 10000000
...B.CBDDBAA.ACC||.CDB.DA, 10000000
...B..BDDBAA.ACC||.CDCBDA, 10000000
...B.CBD.BAA.ACC||.CDDBDA, 10000000
...B.CBDDBAA.ACC||.CD.BDA, 10000000
...BBCBD..AA.ACC||.CDBDDA, 10000000
...BBCBD.BAA.ACC||.CD.DDA, 10000000
...BBCBD.BAA..CC||.CDADDA, 10000000
...BBCBDDBAA...C||.CDACDA, 10000000
...BBCBDDBAA..CC||.CDA.DA, 10000000
...BBCBDDBAA..CC||.CD.ADA, 10000000
...BBCBDDBAA.ACC||.CD..DA, 10000000
....BCBD.BAA.ACC||.CBDDDA, 10000000
....BCBDDBAA..CC||.CBDADA, 10000000
....BCBDDBAA.ACC||.CBD.DA, 10000000
...B.CBD.BAA.ACC||.CBDDDA, 10000000
...B.CBDDBAA..CC||.CBDADA, 10000000
...B.CBDDBAA.ACC||.CBD.DA, 10000000
...BBCBD.BAA.ACC||.C.DDDA, 10000000
...BBCBDDBAA..CC||.C.DADA, 10000000
...BBCBDDBAA.ACC||.C.D.DA, 10000000
.....CBDDBAA.ACC||.CBBDDA, 10000000
....BCBDDBAA.ACC||.CB.DDA, 10000000
....BCBDDBAA.ACC||.C.BDDA, 10000000
...B..BDDBAA.ACC||.CBCDDA, 10000000
...B.CBDDBAA.ACC||.CB.DDA, 10000000
...B..BDDBAA.ACC||.CCBDDA, 10000000
...B.CBDDBAA.ACC||.C.BDDA, 10000000
...BBCBDDBAA.ACC||.C..DDA, 10000000
..DB..BD.BAA.ACC||.CBCDDA, 10000000
..DB..BDDBAA..CC||.CBCADA, 10000000
..DB..BDDBAA.ACC||.CBC.DA, 10000000
..DB...DDBAA.ACC||.CBBCDA, 10000000
..DB..BD.BAA.ACC||.CBDCDA, 10000000
..DB..BDDBAA.ACC||.CB.CDA, 10000000
..DB.CBD..AA.ACC||.CBBDDA, 10000000
..DB.CBD.BAA.ACC||.CB.DDA, 10000000
..DB.CBD.BAA..CC||.CBADDA, 10000000
..DB.CBDDBAA...C||.CBACDA, 10000000
..DB.CBDDBAA..CC||.CBA.DA, 10000000
..DB.CBDDBAA..CC||.CB.ADA, 10000000
..DB.CBDDBAA.ACC||.CB..DA, 10000000
..DB..BD.BAA.ACC||.CCBDDA, 10000000
..DB..BDDBAA..CC||.CCBADA, 10000000
..DB..BDDBAA.ACC||.CCB.DA, 10000000
..DB.CBD.BAA.ACC||.C.BDDA, 10000000
..DB.CBDDBAA..CC||.C.BADA, 10000000
..DB.CBDDBAA.ACC||.C.B.DA, 10000000
.....CBDDBAA.ACC||.CBDBDA, 10000000
...B..BDDBAA.ACC||.CCDBDA, 10000000
...B.CBDDBAA.ACC||.C.DBDA, 10000000
..DB...DDBAA.ACC||.CCBBDA, 10000000
..DB..BD.BAA.ACC||.CCDBDA, 10000000
..DB..BDDBAA.ACC||.CC.BDA, 10000000
..DB...DDBAA.ACC||.CBCBDA, 10000000
..DB..BDDBAA.ACC||.C.CBDA, 10000000
..DB.CBD.BAA.ACC||.C.DBDA, 10000000
..DB.CBDDBAA.ACC||.C..BDA, 10000000
..DBBCBD...A.ACC||.CBADDA, 10000000
..DBBCBD..AA.ACC||.CB.DDA, 10000000
..DBBCBD..AA.ACC||.C.BDDA, 10000000
..DBBCBD.BAA.ACC||.C..DDA, 10000000
..DB.CBD.BAA..CC||.CABDDA, 10000000
..DB.CBDDBAA...C||.CABCDA, 10000000
..DB.CBDDBAA..CC||.CAB.DA, 10000000
..DB..BDDBAA..CC||.CACBDA, 10000000
..DB.CBD.BAA..CC||.CADBDA, 10000000
..DB.CBDDBAA..CC||.CA.BDA, 10000000
..DBBCBD..AA..CC||.CADBDA, 10000000
..DBBCBD.BAA...C||.CADCDA, 10000000
..DBBCBD.BAA..CC||.CAD.DA, 10000000
..DBBCBD..AA..CC||.CABDDA, 10000000
..DBBCBD.BAA..CC||.CA.DDA, 10000000
..DBBCBD.BAA...C||.CACDDA, 10000000
..DBBCBDDBAA...D||.CACC.A, 10000000
..DBBCBDDBAA....||.CACCDA, 10000000
..DBBCBDDBAA...C||.CAC.DA, 10000000
..DBBCBDDBAA...C||.CA.CDA, 10000000
..DBBCBDDBAA..CC||.CA..DA, 10000000
..DBBCBD.BAA..CC||.C.ADDA, 10000000
..DBBCBDDBAA...C||.C.ACDA, 10000000
..DBBCBDDBAA..CC||.C.A.DA, 10000000
..DBBCBDDBAA..CC||.C..ADA, 10000000
..DBBCBDDBAA.ACC||.C...DA, 10000000
...B.CBD.BAA.ACC||.CDDDBA, 10000000
...B.CBDDBAA..CC||.CDDABA, 10000000
...B.CBDDBAA.ACC||.CDD.BA, 10000000
..DB..BD.BAA.ACC||.CCDDBA, 10000000
..DB..BDDBAA..CC||.CCDABA, 10000000
..DB..BDDBAA.ACC||.CCD.BA, 10000000
..DB.CBD.BAA.ACC||.C.DDBA, 10000000
..DB.CBDDBAA..CC||.C.DABA, 10000000
..DB.CBDDBAA.ACC||.C.D.BA, 10000000
...B..BDDBAA.ACC||.CDCDBA, 10000000
...B.CBDDBAA.ACC||.CD.DBA, 10000000
.....CBDDBAA.ACC||.CBDDBA, 10000000
...B..BDDBAA.ACC||.CCDDBA, 10000000
...B.CBDDBAA.ACC||.C.DDBA, 10000000
..DB...DDBAA.ACC||.CCBDBA, 10000000
..DB..BDDBAA.ACC||.CC.DBA, 10000000
..DB...DDBAA.ACC||.CBCDBA, 10000000
..DB..BDDBAA.ACC||.C.CDBA, 10000000
..DB.CBDDBAA.ACC||.C..DBA, 10000000
.DDB...D.BAA.ACC||.CCBDBA, 10000000
.DDB...DDBAA..CC||.CCBABA, 10000000
.DDB...DDBAA.ACC||.CCB.BA, 10000000
.DDB....DBAA.ACC||.CCDBBA, 10000000
.DDB...D.BAA.ACC||.CCDBBA, 10000000
.DDB...DDBAA.ACC||.CC.BBA, 10000000
.DDB..BD..AA.ACC||.CCDBBA, 10000000
.DDB..BD.BAA..CC||.CCDABA, 10000000
.DDB..BD.BAA.ACC||.CCD.BA, 10000000
.DDB..BD..AA.ACC||.CCBDBA, 10000000
.DDB..BD.BAA.ACC||.CC.DBA, 10000000
.DDB..BD.BAA..CC||.CCADBA, 10000000
.DDB..BDDBAA...C||.CCACBA, 10000000
.DDB..BDDBAA..CC||.CCA.BA, 10000000
.DDB..BDDBAA..CC||.CC.ABA, 10000000
.DDB..BDDBAA.ACC||.CC..BA, 10000000
.DDB...D.BAA.ACC||.CBCDBA, 10000000
.DDB...DDBAA..CC||.CBCABA, 10000000
.DDB...DDBAA.ACC||.CBC.BA, 10000000
.DDB..BD.BAA.ACC||.C.CDBA, 10000000
.DDB..BDDBAA..CC||.C.CABA, 10000000
.DDB..BDDBAA.ACC||.C.C.BA, 10000000
...B..BDDBAA.ACC||.CDDCBA, 10000000
..DB...DDBAA.ACC||.CBDCBA, 10000000
..DB..BDDBAA.ACC||.C.DCBA, 10000000
..DB...BDBAA.ACC||.CDDCBA, 10000000
.DDB...BDBAA.ACC||.C.DCBA, 10000000
.DDB....DBAA.ACC||.CBDCBA, 10000000
.DDB...D.BAA.ACC||.CBDCBA, 10000000
.DDB...DDBAA.ACC||.CB.CBA, 10000000
.DDB...B.BAA.ACC||.CDDCBA, 10000000
.DDB...BDBAA.ACC||.CD.CBA, 10000000
.DDB....DBAA.ACC||.CDBCBA, 10000000
.DDB...DDBAA.ACC||.C.BCBA, 10000000
.DDB..BD.BAA.ACC||.C.DCBA, 10000000
.DDB..BDDBAA.ACC||.C..CBA, 10000000
.DDB.CBD..AA.ACC||.C.DBBA, 10000000
.DDB.CBD.BAA..CC||.C.DABA, 10000000
.DDB.CBD.BAA.ACC||.C.D.BA, 10000000
.DDB..BD..AA.ACC||.CBCDBA, 10000000
.DDB.CBD...A.ACC||.CBADBA, 10000000
.DDB.CBD..AA.ACC||.CB.DBA, 10000000
.DDB.CBD..AA.ACC||.C.BDBA, 10000000
.DDB.CBD.BAA.ACC||.C..DBA, 10000000
.DDB.CBD.BAA..CC||.C.ADBA, 10000000
.DDB.CBDDBAA...C||.C.ACBA, 10000000
.DDB.CBDDBAA..CC||.C.A.BA, 10000000
.DDB.CBDDBAA..CC||.C..ABA, 10000000
.DDB.CBDDBAA.ACC||.C...BA, 10000000
.DDB...D.BAA.ACC||.CCBBDA, 10000000
.DDB..BD.BAA.ACC||.CC.BDA, 10000000
.DDB...D.BAA.ACC||.CBCBDA, 10000000
.DDB..BD.BAA.ACC||.C.CBDA, 10000000
.DDB.CBD.BAA.ACC||.C..BDA, 10000000
.DDBBCBD.....ACC||.CBAADA, 10000000
.DDBBCBD...A..CC||.CBAADA, 10000000
.DDBBCBD...A.ACC||.CBA.DA, 10000000
.DDBBCBD...A.ACC||.CB.ADA, 10000000
.DDBBCBD..AA...C||.CBACDA, 10000000
.DDBBCBD..AA..CC||.CBA.DA, 10000000
.DDBBCBD..AA..CC||.CB.ADA, 10000000
.DDBBCBD..AA.ACC||.CB..DA, 10000000
.DDBBCBD...A.ACC||.C.BADA, 10000000
.DDBBCBD..AA..CC||.C.BADA, 10000000
.DDBBCBD..AA.ACC||.C.B.DA, 10000000
.DDB.CBD...A.ACC||.CABBDA, 10000000
.DDBBCBD.....ACC||.CAABDA, 10000000
.DDBBCBD...A.ACC||.CA.BDA, 10000000
.DDBBCBD...A.ACC||.C.ABDA, 10000000
.DDBBCBD..AA.ACC||.C..BDA, 10000000
.DDBBCBD.BAA..CC||.C..ADA, 10000000
.DDBBCBD.BAA.ACC||.C...DA, 10000000
.DDB.CBD.BAA...C||.CCBDAA, 10000000
.DDB.CBDDBAA....||.CCBCAA, 10000000
.DDB.CBDDBAA...C||.CCB.AA, 10000000
.DDB..BDDBAA...C||.CCCBAA, 10000000
.DDB.CBD.BAA...C||.CCDBAA, 10000000
.DDB.CBDDBAA...C||.CC.BAA, 10000000
.DDBBCBD..AA...C||.CCDBAA, 10000000
.DDBBCBD.BAA....||.CCDCAA, 10000000
.DDBBCBD.BAA...C||.CCD.AA, 10000000
.DDBBCBD..AA...C||.CCBDAA, 10000000
.DDBBCBD.BAA...C||.CC.DAA, 10000000
.DDBBCBD..AA...D||.CCCBAA, 10000000
.DDBBCBD.BAA...D||.CCC.AA, 10000000
.DDBBCBDDBAA....||.CCC.AA, 10000000
.DDBBCBDDBAA....||.CC.CAA, 10000000
.DDBBCBDDBAA...C||.CC..AA, 10000000
.DDBBCBD.BAA...C||.C.CDAA, 10000000
.DDBBCBDDBAA....||.C.CCAA, 10000000
.DDBBCBDDBAA...C||.C.C.AA, 10000000
.DDBBCBDDBAA...C||.C..CAA, 10000000
.DDBBCBDDBAA..CC||.C...AA, 10000000
.DDBBCBDDBAA.ACC||.C....A, 10000000
.DDBBCBDDBAAAACC||.C....., 10000000
...B.CBD.BAA.ACC||DDCBDA., 10000000
...B.CBD.BAA..CC||DDCBDAA, 10000000
...B.CBD.BAA.ACC||DDCBD.A, 10000000
...B.CBD.BAAAACC||DDCBD.., 10000000
...B.CBD..AAAACC||DDCBBD., 10000000
...B.CBD.BAA.ACC||DDCBAD., 10000000
...B.CBD.BAAAACC||DDCB.D., 10000000
...B.CBD..AA.ACC||DDCBBAD, 10000000
...B.CBD..AAAACC||DDCBB.D, 10000000
...B.CBD...AAACC||DDCBABD, 10000000
...B.CBD..AA.ACC||DDCBABD, 10000000
...B.CBD..AAAACC||DDCB.BD, 10000000
...B.CBD.BAA..CC||DDCBAAD, 10000000
...B.CBD.BAA.ACC||DDCBA.D, 10000000
...B.CBD.BAA.ACC||DDCB.AD, 10000000
...B.CBD.BAAAACC||DDCB..D, 10000000
...B.CBDDBAA..CC||DDCBAA., 10000000
...B.CBDDBAA...C||DDCBACA, 10000000
...B.CBDDBAA..CC||DDCBA.A, 10000000
...B.CBDDBAA.ACC||DDCBA.., 10000000
...B.CBDDBAA.ACC||DDCB.A., 10000000
...B.CBD..AA.ACC||DDCBBDA, 10000000
...B.CBD.BAA..CC||DDCBADA, 10000000
...B.CBD.BAA.ACC||DDCB.DA, 10000000
...B.CBDDBAA...C||DDCBCAA, 10000000
...B.CBDDBAA..CC||DDCB.AA, 10000000
...B.CBDDBAA.ACC||DDCB..A, 10000000
...B.CBDDBAAAACC||DDCB..., 10000000
...B..BDDBAA.ACC||DDCCBA., 10000000
...B..BDDBAA..CC||DDCCBAA, 10000000
...B..BDDBAA.ACC||DDCCB.A, 10000000
...B..BDDBAAAACC||DDCCB.., 10000000
...B.CBD.BAA.ACC||DDCDBA., 10000000
...B.CBD.BAA..CC||DDCDBAA, 10000000
...B.CBD.BAA.ACC||DDCDB.A, 10000000
...B.CBD.BAAAACC||DDCDB.., 10000000
...B.CBDDBAA.ACC||DDC.BA., 10000000
...B.CBDDBAA..CC||DDC.BAA, 10000000
...B.CBDDBAA.ACC||DDC.B.A, 10000000
...B.CBDDBAAAACC||DDC.B.., 10000000
...B..BD.BAAAACC||DDCCDB., 10000000
...B..BDDBAA.ACC||DDCCAB., 10000000
...B..BDDBAAAACC||DDCC.B., 10000000
...B...DDBAAAACC||DDCBCB., 10000000
...B..BD.BAAAACC||DDCDCB., 10000000
...B..BDDBAAAACC||DDC.CB., 10000000
...B.CBD..AAAACC||DDCDBB., 10000000
...B.CBD.BAA.ACC||DDCDAB., 10000000
...B.CBD.BAAAACC||DDCD.B., 10000000
...B.CBD..AAAACC||DDCBDB., 10000000
...B.CBD.BAAAACC||DDC.DB., 10000000
...B.CBD.BAA.ACC||DDCADB., 10000000
...B.CBDDBAA..CC||DDCAAB., 10000000
...B.CBDDBAA.ACC||DDCA.B., 10000000
...B.CBDDBAA.ACC||DDC.AB., 10000000
...B.CBDDBAAAACC||DDC..B., 10000000
...B..BD.BAA.ACC||DDCCDAB, 10000000
...B..BD.BAAAACC||DDCCD.B, 10000000
...B..BD..AAAACC||DDCCBDB, 10000000
...B..BD.BAA.ACC||DDCCADB, 10000000
...B..BD.BAAAACC||DDCC.DB, 10000000
...B..BDDBAA..CC||DDCCAAB, 10000000
...B..BDDBAA.ACC||DDCCA.B, 10000000
...B..BDDBAA.ACC||DDCC.AB, 10000000
...B..BDDBAAAACC||DDCC..B, 10000000
...B...DDBAA.ACC||DDCBCAB, 10000000
...B...DDBAAAACC||DDCBC.B, 10000000
...B..BD.BAA.ACC||DDCDCAB, 10000000
...B..BD.BAAAACC||DDCDC.B, 10000000
...B..BDDBAA.ACC||DDC.CAB, 10000000
...B..BDDBAAAACC||DDC.C.B, 10000000
...B...D.BAAAACC||DDCBDCB, 10000000
...B...DDBAA.ACC||DDCBACB, 10000000
...B...DDBAAAACC||DDCB.CB, 10000000
...B....DBAAAACC||DDCDBCB, 10000000
...B...D.BAAAACC||DDCDBCB, 10000000
...B...DDBAAAACC||DDC.BCB, 10000000
...B..BD..AAAACC||DDCDBCB, 10000000
...B..BD.BAA.ACC||DDCDACB, 10000000
...B..BD.BAAAACC||DDCD.CB, 10000000
...B..BD..AAAACC||DDCBDCB, 10000000
...B..BD.BAAAACC||DDC.DCB, 10000000
...B..BD.BAA.ACC||DDCADCB, 10000000
...B..BDDBAA..CC||DDCAACB, 10000000
...B..BDDBAA.ACC||DDCA.CB, 10000000
...B..BDDBAA.ACC||DDC.ACB, 10000000
...B..BDDBAAAACC||DDC..CB, 10000000
...B.CBD..AA.ACC||DDCDBAB, 10000000
...B.CBD..AAAACC||DDCDB.B, 10000000
...B.CBD...AAACC||DDCDABB, 10000000
...B.CBD..AA.ACC||DDCDABB, 10000000
...B.CBD..AAAACC||DDCD.BB, 10000000
...B.CBD.BAA..CC||DDCDAAB, 10000000
...B.CBD.BAA.ACC||DDCDA.B, 10000000
...B.CBD.BAA.ACC||DDCD.AB, 10000000
...B.CBD.BAAAACC||DDCD..B, 10000000
...B.CBD..AA.ACC||DDCBDAB, 10000000
...B.CBD..AAAACC||DDCBD.B, 10000000
...B.CBD.BAA.ACC||DDC.DAB, 10000000
...B.CBD.BAAAACC||DDC.D.B, 10000000
...B...D.BAAAACC||DDCBCDB, 10000000
...B..BD..AAAACC||DDCBCDB, 10000000
...B..BD.BAAAACC||DDC.CDB, 10000000
...B.CBD...AAACC||DDCBADB, 10000000
...B.CBD..AA.ACC||DDCBADB, 10000000
...B.CBD..AAAACC||DDCB.DB, 10000000
...B.CBD...AAACC||DDCABDB, 10000000
...B.CBD..AAAACC||DDC.BDB, 10000000
...B.CBD..AA.ACC||DDCABDB, 10000000
...B.CBD.BAA..CC||DDCAADB, 10000000
...B.CBD.BAA.ACC||DDCA.DB, 10000000
...B.CBD.BAA.ACC||DDC.ADB, 10000000
...B.CBD.BAAAACC||DDC..DB, 10000000
...B.CBD.BAA..CC||DDCADAB, 10000000
...B.CBD.BAA.ACC||DDCAD.B, 10000000
...B.CBDDBAA...C||DDCAACB, 10000000
...B.CBDDBAA..CC||DDCAA.B, 10000000
...B.CBDDBAA...C||DDCACAB, 10000000
...B.CBDDBAA..CC||DDCA.AB, 10000000
...B.CBDDBAA.ACC||DDCA..B, 10000000
...B.CBDDBAA..CC||DDC.AAB, 10000000
...B.CBDDBAA.ACC||DDC.A.B, 10000000
...B.CBDDBAA.ACC||DDC..AB, 10000000
...B.CBDDBAAAACC||DDC...B, 10000000
...BBCBD..AA.ACC||DDCDBA., 10000000
...BBCBD..AA..CC||DDCDBAA, 10000000
...BBCBD..AA.ACC||DDCDB.A, 10000000
...BBCBD..AAAACC||DDCDB.., 10000000
...BBCBD...AAACC||DDCDAB., 10000000
...BBCBD..AA.ACC||DDCDAB., 10000000
...BBCBD..AAAACC||DDCD.B., 10000000
...BBCBD...A.ACC||DDCDAAB, 10000000
...BBCBD...AAACC||DDCDA.B, 10000000
...BBCBD....AACC||DDCDAAB, 10000000
...BBCBD...AAACC||DDCD.AB, 10000000
...BBCBD..AA..CC||DDCDAAB, 10000000
...BBCBD..AA.ACC||DDCDA.B, 10000000
...BBCBD..AA.ACC||DDCD.AB, 10000000
...BBCBD..AAAACC||DDCD..B, 10000000
...BBCBD.BAA..CC||DDCDAA., 10000000
...BBCBD.BAA...C||DDCDACA, 10000000
...BBCBD.BAA..CC||DDCDA.A, 10000000
